run_id,timestamp,variant,branch,commit,scenario,concurrency,pool_size,isolation,seed,repetition,pairs,total_requests,success,failure,deadlocks,lock_timeouts,other_failures,other_sample,total_duration_ms,throughput_req_per_sec,ok_avg_ms,ok_p50_ms,ok_p95_ms,ok_p99_ms,ok_max_ms,Innodb_row_lock_waits_delta,Innodb_row_lock_time_delta,Com_select_delta,Com_update_delta,Com_insert_delta,Com_commit_delta,Com_rollback_delta,completed_within_timeout
76650a13,2026-09-02T10:27:45.491524069Z,B2-final,final/b2-conditional-update,c9440b7,S4,40,120,READ_COMMITTED(placeOrder only),N/A,1,20,40,40,0,0,0,0,none,428,93.46,N/A,N/A,N/A,N/A,N/A,44,7294,643,363,120,80,1,true
