run_id,timestamp,variant,branch,commit,scenario,concurrency,pool_size,isolation,seed,repetition,total_requests,success,failure,failure_kinds,original_order_quantity,executed_quantity_sum,overfill_quantity,order_status,order_remaining_quantity,holdings_before,holdings_after,account_before,account_after,invariant_violations,violation_detail,deadlocks,lock_timeouts,iterations,duration_ms
4073912b,2026-09-02T11:22:23.848211571Z,FIX-D,fix/d-scalar-preread,6a7c876,C6,1,120,READ_COMMITTED(placeOrder only),N/A,1,5,5,0,none,100,100,0,COMPLETED,0,200,100,N/A,N/A,0,none,0,0,SELL 30 -> 잔량 70(기대 70) PARTIAL(기대 PARTIAL) | SELL 20 -> 잔량 50(기대 50) PARTIAL(기대 PARTIAL) | SELL 10 -> 잔량 40(기대 40) PARTIAL(기대 PARTIAL) | SELL 40 -> 잔량 0(기대 0) COMPLETED(기대 COMPLETED)
4073912b,2026-09-02T11:22:40.363214897Z,FIX-D,fix/d-scalar-preread,6a7c876,C5,100,120,READ_COMMITTED(placeOrder only),N/A,1,100,100,0,deadlock=0;lockTimeout=0;other=0,10,3,0,PARTIAL,7,100,97,N/A,N/A,0,none,0,0,3,3/10
b1f5b015,2026-09-02T11:24:05.996793865Z,FIX-D,fix/d-scalar-preread,6a7c876,C4,2,120,READ_COMMITTED(placeOrder only),N/A,1000,2000,2000,0,deadlock=0;lockTimeout=0;other=0,1,1 per iteration (expected),0,COMPLETED (expected each iteration),0,10,9,N/A,N/A,0,none,0,0,1000,64089
b1f5b015,2026-09-02T11:24:12.802563386Z,FIX-D,fix/d-scalar-preread,6a7c876,C6,1,120,READ_COMMITTED(placeOrder only),N/A,1,5,5,0,none,100,100,0,COMPLETED,0,200,100,N/A,N/A,0,none,0,0,SELL 30 -> 잔량 70(기대 70) PARTIAL(기대 PARTIAL) | SELL 20 -> 잔량 50(기대 50) PARTIAL(기대 PARTIAL) | SELL 10 -> 잔량 40(기대 40) PARTIAL(기대 PARTIAL) | SELL 40 -> 잔량 0(기대 0) COMPLETED(기대 COMPLETED)
b1f5b015,2026-09-02T11:24:23.049390161Z,FIX-D,fix/d-scalar-preread,6a7c876,C5,100,120,READ_COMMITTED(placeOrder only),N/A,1,100,100,0,deadlock=0;lockTimeout=0;other=0,10,3,0,PARTIAL,7,100,97,N/A,N/A,0,none,0,0,3,3/10
ae664cde,2026-09-02T11:25:33.389858341Z,FIX-D,fix/d-scalar-preread,6a7c876,C7,8,120,READ_COMMITTED(placeOrder only),N/A,20,10000,N/A,N/A,{BALANCE_NOT_CONSERVED=20},N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,20,{BALANCE_NOT_CONSERVED=20},N/A,N/A,20,500,8,1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019,54897
90490032,2026-09-02T11:41:17.883877762Z,FIX-E,fix/e-accounts-lazy,8fe7b1a,C4,2,120,READ_COMMITTED(placeOrder only),N/A,1000,2000,2000,0,deadlock=0;lockTimeout=0;other=0,1,1 per iteration (expected),0,COMPLETED (expected each iteration),0,10,9,N/A,N/A,0,none,0,0,1000,59507
90490032,2026-09-02T11:41:24.503610146Z,FIX-E,fix/e-accounts-lazy,8fe7b1a,C6,1,120,READ_COMMITTED(placeOrder only),N/A,1,5,5,0,none,100,100,0,COMPLETED,0,200,100,N/A,N/A,0,none,0,0,SELL 30 -> 잔량 70(기대 70) PARTIAL(기대 PARTIAL) | SELL 20 -> 잔량 50(기대 50) PARTIAL(기대 PARTIAL) | SELL 10 -> 잔량 40(기대 40) PARTIAL(기대 PARTIAL) | SELL 40 -> 잔량 0(기대 0) COMPLETED(기대 COMPLETED)
90490032,2026-09-02T11:41:34.116900972Z,FIX-E,fix/e-accounts-lazy,8fe7b1a,C5,100,120,READ_COMMITTED(placeOrder only),N/A,1,100,100,0,deadlock=0;lockTimeout=0;other=0,10,3,0,PARTIAL,7,100,97,N/A,N/A,0,none,0,0,3,3/10
eeff549a,2026-09-02T11:43:09.524880330Z,FIX-E,fix/e-accounts-lazy,8fe7b1a,C7,8,120,READ_COMMITTED(placeOrder only),N/A,20,10000,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,0,none,N/A,N/A,20,500,8,none,79379
bfc73776,2026-09-02T11:45:15.027770980Z,FIX-E-20K,fix/e-accounts-lazy,8fe7b1a,C7,8,120,READ_COMMITTED(placeOrder only),N/A,20,20000,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,0,none,N/A,N/A,20,1000,8,none,108998
388f7d75,2026-09-02T14:24:53.248798069Z,FIX-E-FINAL,fix/e-accounts-lazy,7849171,C4,2,120,READ_COMMITTED(placeOrder only),N/A,1000,2000,2000,0,deadlock=0;lockTimeout=0;other=0,1,1 per iteration (expected),0,COMPLETED (expected each iteration),0,10,9,N/A,N/A,0,none,0,0,1000,83070
388f7d75,2026-09-02T14:25:00.243743963Z,FIX-E-FINAL,fix/e-accounts-lazy,7849171,C6,1,120,READ_COMMITTED(placeOrder only),N/A,1,5,5,0,none,100,100,0,COMPLETED,0,200,100,N/A,N/A,0,none,0,0,SELL 30 -> 잔량 70(기대 70) PARTIAL(기대 PARTIAL) | SELL 20 -> 잔량 50(기대 50) PARTIAL(기대 PARTIAL) | SELL 10 -> 잔량 40(기대 40) PARTIAL(기대 PARTIAL) | SELL 40 -> 잔량 0(기대 0) COMPLETED(기대 COMPLETED)
388f7d75,2026-09-02T14:25:10.285646428Z,FIX-E-FINAL,fix/e-accounts-lazy,7849171,C5,100,120,READ_COMMITTED(placeOrder only),N/A,1,100,100,0,deadlock=0;lockTimeout=0;other=0,10,3,0,PARTIAL,7,100,97,N/A,N/A,0,none,0,0,3,3/10
41264daa,2026-09-02T14:26:38.380641271Z,FIX-E-FINAL,fix/e-accounts-lazy,7849171,C7,8,120,READ_COMMITTED(placeOrder only),N/A,20,10000,N/A,N/A,{USER_HOLDINGS_MISMATCH=79; USER_BALANCE_MISMATCH=79},N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,158,{USER_HOLDINGS_MISMATCH=79; USER_BALANCE_MISMATCH=79},N/A,N/A,20,500,8,1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019,70536
a5e4df4a,2026-09-02T14:28:53.392176110Z,FIX-E-FINAL,fix/e-accounts-lazy,7849171,C7,8,120,READ_COMMITTED(placeOrder only),N/A,20,10000,N/A,N/A,{USER_HOLDINGS_MISMATCH=80; USER_BALANCE_MISMATCH=80},N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,160,{USER_HOLDINGS_MISMATCH=80; USER_BALANCE_MISMATCH=80},N/A,N/A,20,500,8,1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019,78039
24fd131f,2026-09-02T14:29:15.997336634Z,diag,N/A,N/A,C7,4,N/A,N/A,N/A,1,60,N/A,N/A,{USER_HOLDINGS_MISMATCH=4; USER_BALANCE_MISMATCH=4},N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,8,{USER_HOLDINGS_MISMATCH=4; USER_BALANCE_MISMATCH=4},N/A,N/A,1,60,4,1000,3199
2ba5c761,2026-09-02T14:29:34.844977045Z,diag,N/A,N/A,C7,4,N/A,N/A,N/A,1,60,N/A,N/A,{USER_HOLDINGS_MISMATCH=3; USER_BALANCE_MISMATCH=3},N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,6,{USER_HOLDINGS_MISMATCH=3; USER_BALANCE_MISMATCH=3},N/A,N/A,1,60,4,1000,3014
c7ab81e1,2026-09-02T14:29:54.618679497Z,diag,N/A,N/A,C7,4,N/A,N/A,N/A,1,60,N/A,N/A,{USER_HOLDINGS_MISMATCH=2; USER_BALANCE_MISMATCH=2},N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,4,{USER_HOLDINGS_MISMATCH=2; USER_BALANCE_MISMATCH=2},N/A,N/A,1,60,4,1000,1986
16a065ec,2026-09-02T14:31:56.920029297Z,FIX-E-FINAL,fix/e-accounts-lazy,7849171,C7,8,120,READ_COMMITTED(placeOrder only),N/A,20,10000,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,0,none,N/A,N/A,20,500,8,none,85827
8030a027,2026-09-02T14:35:05.968202446Z,FIX-E-FINAL-20K,fix/e-accounts-lazy,7849171,C7,16,120,READ_COMMITTED(placeOrder only),N/A,20,20000,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,1000,N/A,100000000.00,N/A,0,none,N/A,N/A,20,1000,16,none,171012
